,country_name,region,polity,Adjusted net savings (% of GNI),"Adolescent birth rate (births per 1,000 women ages 15-19)","Antenatal care coverage, at least one visit (%)",Birth registration (% under age 5),Carbon dioxide emissions (kg per 2011 PPP $ of GDP),"Carbon dioxide emissions, per capita (tonnes)",Child labour (% ages 5-17),"Child malnutrition, stunting (moderate or severe) (% under age 5)","Child marriage, women married by age 18 (% of women ages 20–24 years who are married or in union)","Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",Domestic credit provided by financial sector (% of GDP),Employment in agriculture (% of total employment),Employment in services (% of total employment),Employment to population ratio (% ages 15 and older),"Estimated gross national income per capita, female (2011 PPP $)","Estimated gross national income per capita, male (2011 PPP $)",European Union Membership (True/False),Expected years of schooling (years),"Expected years of schooling, female (years)","Expected years of schooling, male (years)",Exports and imports (% of GDP),Female share of employment in senior and middle management (%),"Female share of graduates in science, mathematics, engineering, manufacturing and construction at tertiary level (%)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of total land area),Fossil fuel energy consumption (% of total energy consumption),Fresh water withdrawals (% of total renewable water resources),GDP per capita (2011 PPP $),Gender Inequality Index (GII),Government expenditure on education (% of GDP),Gross capital formation (% of GDP),"Gross domestic product (GDP), total (2011 PPP $ billions)","Gross enrolment ratio, pre-primary (% of preschool-age children)","Gross enrolment ratio, primary (% of primary school-age population)","Gross enrolment ratio, secondary (% of secondary school-age population)","Gross enrolment ratio, tertiary (% of tertiary school-age population)",Gross fixed capital formation (% of GDP),Gross national income (GNI) per capita (2011 PPP $),"HIV prevalence, adult (% ages 15-49)","Homicide rate (per 100,000 people)","Income inequality, Gini coefficient","Income inequality, Palma ratio","Income inequality, quintile ratio","Income quintile ratio, average annual change (%)",Inequality in education (%),Inequality in income (%),Inequality in life expectancy (%),International inbound tourists (thousands),International student mobility (% of total tertiary enrolment),"Internet users, female (% of female population)",Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female","Labour force participation rate (% ages 15 and older), male",Life expectancy at birth (years),"Literacy rate, adult (% ages 15 and older)",MPI 2018: Contribution of Education,MPI 2018: Contribution of Health,MPI 2018: Contribution of standard of living,Mandatory paid maternity leave (days),Mean years of schooling (years),"Mean years of schooling, female (years)","Mean years of schooling, male (years)",Median age (years),Mobile phone subscriptions (per 100 people),"Mortality rate, female adult (per 1,000 people)","Mortality rate, male adult (per 1,000 people)",Multidimensional poverty index (MPI),"Net migration rate (per 1,000 people)",Net official development assistance received (% of GNI),OECD Membership (True/False),Old-age (65 and older) dependency ratio (per 100 people ages 15-64),Old-age pension recipients (% of statutory pension age population),"Overall loss in HDI value due to inequality, average annual change (%)",Population ages 15–64 (millions),Population ages 65 and older (millions),"Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, headcount (thousands) (for the year of the survey)","Population in multidimensional poverty, headcount (thousands) (projection for 2016)","Population in multidimensional poverty, intensity of deprivation (%)",Population in severe multidimensional poverty (%),"Population living below income poverty line, PPP $1.90 a day (%)","Population living below income poverty line, national poverty line (%)",Population under age 5 (millions),Population vulnerable to multidimensional poverty (%),Population with at least some secondary education (% ages 25 and older),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Primary school dropout rate (% of primary school cohort),Primary school teachers trained to teach (%),"Prison population (per 100,000 people)",Private capital flows (% of GDP),Programme for International Student Assessment (PISA) score in mathematics,Programme for International Student Assessment (PISA) score in reading,Programme for International Student Assessment (PISA) score in science,Proportion of births attended by skilled health personnel (%),Proportion of schools with access to the Internet (%),"Pupil-teacher ratio, primary school (pupils per teacher)",Ratio of education and health expenditure to military expenditure,Red List Index (value),Refugees by country of origin (thousands),"Remittances, inflows (% of GDP)",Research and development expenditure (% of GDP),Rural population with access to electricity (%),Sex ratio at birth (male to female births),Share of seats in parliament (% held by women),Skilled labour force (% of labour force),Survival rate to the last grade of lower secondary general education (%),"Total debt service (% of exports of goods, services and primary income)",Total population (millions),"Unemployment, total (% of labour force)","Unemployment, youth (% ages 15–24)",United Nations Membership (True/False),"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",Urban population (%),"Violence against women ever experienced, intimate partner (% of female population ages 15 and older)","Violence against women ever experienced, nonintimate partner (% of female population ages 15 and older)",Vulnerable employment (% of total employment),Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),Working poor at PPP$3.10 a day (% of total employment),Young age (0-14) dependency ratio (per 100 people ages 15-64),Youth not in school or employment (% ages 15-24)
94,Mauritius,Eastern Africa,10.0,-9.2,26.6,,,0.18,3.4,,,,63.8,124.9,7.3,66.7,54.5,12558.0,27986.0,0.0,15.1,15.5,14.6,97.1,29.7,,2.9,19.0,84.5,,20293.0,0.373,5.1,16.9,25.7,105.0,102.0,93.0,39.0,17.3,20189.0,,1.8,35.8,1.5,5.9,,13.2,18.2,8.9,1275.0,-12.8,49.5,58.7,45.1,72.7,74.9,92.7,,,,98.0,9.3,9.1,9.5,35.6,143.7,93.0,190.0,,-1.9,0.3,0.0,15.5,100.0,,0.9,0.1,,,,,,,,0.1,,65.8,64.3,67.3,3.5,100.0,155.0,-19.9,,,,99.8,85.0,18.0,57.9,0.401,0.1,0.01,0.2,100.0,1.04,11.6,61.9,97.0,18.2,1.3,7.2,23.3,1.0,12.5,40.8,,,16.2,87.1,1.9,26.0,
95,Mexico,Central America,8.0,12.5,60.3,98.5,95.0,0.23,3.9,4.9,12.4,26.0,66.9,55.2,13.1,61.1,59.2,11065.0,22873.0,0.0,14.1,14.4,13.8,77.6,36.4,16.6,2.8,34.0,90.4,18.6,17336.0,0.343,5.3,23.1,2239.2,71.0,104.0,97.0,37.0,22.3,16944.0,0.3,19.3,43.4,2.3,8.8,-2.6,17.1,32.8,12.3,35079.0,-0.4,58.1,61.3,44.1,79.0,77.3,94.5,14.1,67.1,18.8,84.0,8.6,8.4,8.8,27.5,87.6,79.0,140.0,0.025,-0.5,0.1,1.0,10.3,25.2,0.2,85.9,8.9,6.3,8061.0,8061.0,39.2,1.0,2.5,43.6,11.5,4.7,59.3,57.8,61.0,7.8,97.0,212.0,-2.9,408.0,423.0,416.0,97.7,12.0,27.0,16.7,0.678,11.7,2.66,0.6,100.0,1.05,41.4,40.0,90.0,19.4,129.2,3.5,6.9,1.0,13.0,79.9,14.1,,27.2,33.3,11.3,40.1,18.7
96,Moldova,Eastern Europe,9.0,13.8,22.0,98.8,100.0,0.29,1.4,,6.4,12.0,59.5,24.3,33.3,49.6,40.6,4849.0,6318.0,0.0,11.6,11.9,11.4,113.2,45.4,12.1,2.6,12.4,88.7,8.7,5190.0,0.226,6.7,23.3,18.4,84.0,92.0,86.0,41.0,21.9,5554.0,0.6,3.2,26.3,0.9,3.7,-3.8,7.3,14.0,9.6,121.0,-16.1,66.9,42.5,39.5,45.8,71.7,99.1,42.4,9.2,48.4,126.0,11.6,11.5,11.7,35.6,93.3,98.0,241.0,0.004,-0.5,4.5,0.0,14.8,75.2,-3.3,3.0,0.4,0.9,38.0,38.0,37.4,0.1,0.2,9.6,0.2,3.6,96.4,95.5,97.4,5.2,99.0,215.0,-2.5,420.0,416.0,428.0,99.7,,17.0,51.4,0.968,2.3,20.17,0.4,100.0,1.06,22.8,60.7,93.0,13.0,4.1,4.5,12.8,1.0,9.5,42.6,45.5,,28.7,44.6,0.9,21.4,27.8
97,Mongolia,Eastern Asia,10.0,5.4,23.6,98.7,99.0,0.63,7.1,16.6,10.8,5.0,54.6,65.3,30.4,50.6,55.2,8482.0,11759.0,0.0,15.5,15.9,15.0,116.6,36.7,12.4,13.0,8.1,94.1,1.6,11841.0,0.301,5.2,36.2,36.4,176.0,104.0,100.0,65.0,23.8,10103.0,0.1,5.7,32.3,1.3,5.1,-0.5,11.9,15.7,13.4,404.0,-5.2,,59.3,52.7,66.2,69.5,98.3,20.8,24.2,55.1,120.0,10.1,10.6,9.8,27.1,111.2,127.0,294.0,0.043,-1.1,3.1,0.0,6.1,100.0,-1.4,2.0,0.1,10.2,294.0,310.0,41.6,1.6,0.5,21.6,0.4,19.1,88.8,91.2,86.3,2.1,100.0,266.0,-16.9,,,,98.9,91.0,30.0,9.3,0.946,2.2,2.38,0.2,44.2,1.03,17.1,80.0,96.0,28.5,3.1,7.0,18.9,1.0,16.0,68.4,,,46.9,95.0,2.1,44.7,20.4
98,Montenegro,Southern Europe,9.0,,11.8,91.7,99.0,0.24,3.6,9.4,9.4,5.0,23.3,60.4,7.6,74.3,40.7,12967.0,20692.0,0.0,14.9,15.2,14.7,106.2,,,11.5,61.5,64.7,,16409.0,0.132,,29.3,10.2,56.0,96.0,91.0,57.0,25.2,16779.0,0.1,4.5,31.9,1.2,4.8,0.3,7.4,14.6,4.4,1662.0,,65.9,48.4,42.2,55.0,77.3,98.4,46.0,24.4,29.7,45.0,11.3,10.7,12.0,37.7,165.6,65.0,123.0,0.002,-1.0,1.9,0.0,22.0,52.3,-1.4,0.4,0.1,0.4,2.0,2.0,45.7,0.1,0.0,8.6,0.0,4.3,89.4,87.0,96.4,6.8,,174.0,-11.9,418.0,427.0,411.0,99.0,,,,0.816,0.7,9.09,0.4,100.0,1.06,23.5,90.1,95.0,24.0,0.6,16.0,33.1,1.0,21.8,66.5,,,11.7,67.6,0.4,27.0,0.0
99,Morocco,Northern Africa,-4.0,21.0,31.1,77.1,94.0,0.24,1.7,,14.9,16.0,67.4,109.4,37.5,43.0,44.4,3197.0,11561.0,0.0,12.4,12.0,12.8,83.5,,17.5,2.4,12.6,88.5,35.7,7485.0,0.482,,33.2,271.6,50.0,110.0,70.0,32.0,30.5,7340.0,0.1,1.2,40.7,2.0,7.4,0.0,,,14.0,10332.0,-3.0,53.5,49.0,25.0,74.1,76.1,69.4,42.1,25.6,32.3,98.0,5.5,4.5,6.5,27.9,117.7,65.0,75.0,0.085,-1.8,2.0,0.0,10.3,39.8,,23.5,2.4,18.6,6101.0,6550.0,45.7,6.5,3.1,8.9,3.5,13.2,31.3,28.0,34.8,7.4,100.0,222.0,-1.4,,,,,3.0,27.0,,0.886,3.1,6.27,0.7,100.0,1.06,18.4,20.3,84.0,10.9,35.7,9.3,18.0,1.0,10.9,61.9,,,50.7,16.8,8.2,41.6,
100,Mozambique,Eastern Africa,5.0,-15.8,135.2,90.6,48.0,0.29,0.3,,42.9,48.0,27.1,32.6,73.3,22.4,59.0,1052.0,1135.0,0.0,9.7,9.2,10.2,108.9,22.2,5.9,18.8,48.2,12.6,0.7,1136.0,0.552,6.5,35.6,33.7,,106.0,33.0,7.0,21.7,1093.0,12.3,3.4,54.0,3.9,14.2,3.9,33.8,28.4,35.6,1639.0,-0.9,,78.8,82.5,74.6,58.9,50.6,32.4,17.4,50.2,60.0,3.5,2.5,4.6,17.2,52.1,285.0,356.0,0.412,-0.2,14.2,0.0,6.1,17.3,-4.0,15.4,0.9,72.5,18091.0,20913.0,56.8,49.2,62.9,46.1,5.0,13.5,19.3,16.1,27.3,66.8,93.0,61.0,-18.7,,,,,,55.0,11.3,0.83,0.1,1.39,0.3,5.0,1.03,39.6,8.0,75.0,12.6,29.7,25.0,42.7,1.0,23.1,35.5,21.7,,84.6,32.9,76.8,86.0,10.1
101,Myanmar,Eastern Asia,8.0,23.9,28.7,80.7,81.0,0.09,0.4,,29.4,16.0,52.2,41.1,49.9,33.5,64.6,3860.0,7355.0,0.0,10.0,10.3,9.8,39.1,28.3,47.3,6.8,44.5,39.3,,5592.0,0.456,2.2,32.9,298.4,24.0,112.0,61.0,16.0,34.7,5567.0,0.8,2.3,38.1,1.7,6.3,,26.9,5.8,24.0,2907.0,-1.1,,65.1,51.3,79.9,66.7,75.6,32.2,18.6,49.2,98.0,4.9,4.9,4.8,27.7,95.7,163.0,225.0,0.176,-1.9,2.5,0.0,8.5,,,36.0,3.1,38.3,20280.0,20280.0,45.9,13.9,6.4,32.1,4.5,21.9,25.8,28.7,22.3,25.2,98.0,113.0,-6.7,,,,60.2,,22.0,,0.807,1106.6,3.7,,39.8,1.03,10.2,17.7,69.0,0.8,53.4,0.8,1.7,1.0,16.2,30.3,17.3,,58.2,26.0,41.9,39.8,18.6
102,Namibia,Southern Africa,6.0,2.7,73.8,96.6,87.0,0.16,1.6,,22.7,7.0,56.1,78.9,20.2,60.2,47.3,8895.0,9907.0,0.0,12.3,12.4,12.2,84.2,,,3.2,8.4,66.7,,9542.0,0.472,,17.6,24.2,22.0,111.0,,,16.0,9387.0,13.8,17.1,61.0,5.8,20.1,-1.1,25.0,53.6,20.2,1469.0,-33.7,,61.7,58.5,65.2,64.8,88.3,14.0,31.5,54.5,84.0,6.8,7.2,6.6,21.0,107.3,256.0,349.0,0.183,-0.1,1.5,0.0,5.9,98.4,-3.1,1.5,0.1,40.6,940.0,1007.0,45.1,12.9,22.6,28.7,0.3,19.3,40.4,39.9,41.0,9.4,96.0,144.0,-1.8,,,,88.2,,,,0.966,1.4,0.31,0.3,28.7,1.03,36.3,31.4,78.0,,2.5,23.3,45.5,1.0,17.5,49.0,25.0,,25.3,80.7,26.4,61.4,33.4
103,Nepal,Southern Asia,7.0,32.5,60.5,83.6,56.0,0.13,0.3,21.7,36.0,40.0,52.6,87.1,71.7,20.2,81.9,2219.0,2738.0,0.0,12.2,12.6,11.8,51.8,,,0.8,25.4,15.8,4.5,2443.0,0.48,3.7,42.5,71.6,86.0,134.0,71.0,12.0,33.8,2471.0,0.2,2.2,32.8,1.3,5.0,-3.3,40.9,16.3,16.6,753.0,-7.7,,84.2,82.7,85.9,70.6,59.6,26.5,32.3,41.3,52.0,4.9,3.6,6.4,23.2,110.8,130.0,171.0,0.154,-2.7,5.0,0.0,9.2,62.5,-2.8,18.5,1.7,35.3,10217.0,10217.0,43.6,12.0,15.0,25.2,2.7,24.3,34.6,27.3,43.1,26.5,97.0,59.0,,,,,58.0,5.0,21.0,6.3,0.825,8.4,28.31,0.3,85.2,1.07,29.6,24.7,95.0,8.9,29.3,2.7,4.3,1.0,23.7,19.3,25.0,,78.9,41.6,32.6,48.8,
104,Netherlands,Western Europe,10.0,16.5,4.0,,100.0,0.22,9.9,,,,73.0,191.9,2.2,81.3,60.4,38767.0,57123.0,1.0,18.0,18.3,17.8,161.2,24.5,6.3,38.1,11.2,91.4,11.8,48473.0,0.044,5.5,20.2,830.5,95.0,103.0,133.0,80.0,20.3,47900.0,0.2,0.6,29.3,1.1,4.4,0.0,5.3,15.0,3.0,15828.0,8.9,89.2,63.5,58.0,69.2,82.0,,,,,112.0,12.2,11.9,12.5,42.1,123.0,50.0,67.0,,0.7,,1.0,29.0,100.0,-0.3,11.0,3.2,,,,,,,,0.9,,88.3,86.4,90.4,,,69.0,5.7,512.0,503.0,509.0,,,12.0,13.9,0.943,0.0,0.18,2.0,100.0,1.05,35.6,77.4,,,17.0,4.9,8.8,1.0,,91.1,25.0,12.0,12.7,99.8,,25.3,4.6
105,New Zealand,Australia and New Zealand,10.0,12.0,20.0,,100.0,0.22,7.7,,,,,,6.6,73.1,65.8,25872.0,42339.0,0.0,18.9,19.7,18.0,51.3,,12.5,1.6,38.6,59.4,1.6,36086.0,0.136,6.3,24.4,173.0,92.0,99.0,114.0,82.0,24.0,33970.0,,1.0,,,,,1.7,16.4,4.3,3370.0,17.9,,69.2,63.9,74.9,82.0,,,,,112.0,12.5,12.7,12.5,37.3,124.4,,,,4.0,,1.0,23.6,100.0,,3.1,0.7,,,,,,,,0.3,,98.9,99.0,98.8,,,194.0,0.0,495.0,509.0,513.0,96.3,,14.0,14.3,0.634,0.0,0.23,1.2,100.0,1.06,38.3,82.8,,,4.7,4.9,12.8,1.0,,86.5,,,12.2,99.3,,30.4,11.8
106,Nicaragua,Central America,6.0,15.1,85.4,94.7,85.0,0.17,0.8,,17.3,35.0,80.4,51.4,29.4,53.0,63.7,3434.0,6930.0,0.0,12.1,12.3,11.8,96.7,,,6.5,25.9,40.9,0.9,5321.0,0.456,,29.0,33.1,,,,,28.1,5157.0,0.2,7.4,46.2,2.6,10.2,-0.9,25.7,29.2,12.9,1504.0,,,66.6,50.3,84.0,75.7,,36.4,11.2,52.4,84.0,6.7,6.9,6.4,25.2,125.9,103.0,190.0,0.074,-4.6,3.3,0.0,8.3,23.7,-1.0,4.1,0.3,16.3,958.0,1003.0,45.2,5.5,3.2,24.9,0.6,13.2,47.5,48.3,46.6,51.6,75.0,171.0,-5.9,,,,88.0,6.0,,,0.854,1.5,10.1,0.1,56.6,1.05,45.7,27.7,64.0,16.0,6.2,4.4,8.5,1.0,5.8,58.3,22.5,,39.4,24.8,8.8,44.3,1.4
107,Niger,Western Africa,5.0,2.6,192.0,82.8,64.0,0.12,0.1,34.4,42.2,76.0,18.9,19.1,75.6,16.8,78.6,691.0,1119.0,0.0,5.4,4.7,6.0,49.6,,,4.0,0.9,24.1,,926.0,0.649,6.0,33.7,19.9,8.0,74.0,24.0,2.0,33.7,906.0,0.4,4.4,34.3,1.4,5.4,-3.5,35.0,16.4,34.9,152.0,-8.5,0.7,78.9,67.5,90.7,60.4,15.5,37.2,20.4,42.4,98.0,2.0,1.5,2.6,14.9,42.2,231.0,259.0,0.591,-0.3,12.8,0.0,5.4,5.8,-2.0,10.1,0.5,90.6,16062.0,18727.0,65.3,74.9,44.5,44.5,4.4,5.0,6.6,4.3,8.9,35.6,56.0,39.0,-5.0,,,,39.7,,36.0,7.1,0.939,1.4,2.44,,4.7,1.05,17.0,1.9,57.0,6.3,21.5,0.3,0.5,1.0,21.0,16.4,,,88.5,10.9,73.9,106.2,
108,Nigeria,Western Africa,7.0,3.3,107.3,65.8,47.0,0.1,0.5,31.5,43.6,44.0,13.4,23.3,36.6,51.8,51.3,4433.0,6008.0,0.0,10.0,9.2,10.8,20.7,,,0.9,7.7,19.0,4.4,5338.0,,,15.3,1019.0,,94.0,56.0,,14.7,5231.0,2.9,9.8,43.0,2.2,9.1,1.1,38.1,28.2,37.4,1889.0,,,55.2,50.4,59.8,53.9,51.1,32.2,27.1,40.7,84.0,6.2,5.0,7.3,17.9,83.0,333.0,371.0,0.294,-0.4,0.6,0.0,5.2,7.8,-2.4,101.7,5.3,52.0,99166.0,96623.0,56.7,32.7,53.5,46.0,32.4,16.9,,,,35.6,66.0,31.0,-2.9,,,,43.0,,,,0.874,216.0,5.85,0.2,41.1,1.06,5.8,,,6.3,190.9,7.0,13.4,1.0,27.6,49.5,16.2,1.5,80.4,27.3,71.7,82.6,20.4
109,North Korea,Eastern Asia,-10.0,,0.3,100.0,100.0,,1.6,,27.9,,78.2,,67.1,15.4,76.6,,,0.0,12.0,,,,,22.2,,41.8,81.4,,,,,,,50.0,,93.0,28.0,,,,4.4,,,,,,,11.6,,-0.3,,80.5,74.4,86.9,71.9,100.0,,,,,,,,34.0,14.2,99.0,166.0,,-0.2,,0.0,13.6,,,17.8,2.4,,,,,,,,1.7,,,,,,,,,,,,,,21.0,,0.913,1.2,,,39.2,1.05,16.3,,,,25.5,4.8,11.7,1.0,7.0,61.7,,,66.0,,77.0,29.5,
110,Norway,Northern Europe,10.0,15.8,5.6,,100.0,0.15,9.3,,,,,150.3,2.1,78.5,61.5,60153.0,75731.0,0.0,17.9,18.6,17.2,68.5,35.4,10.4,-1.2,33.2,58.5,0.8,64800.0,0.048,7.7,28.8,342.3,96.0,100.0,114.0,81.0,24.1,68012.0,,0.5,27.5,1.0,4.1,-0.7,6.1,14.9,2.7,5960.0,-2.9,97.4,64.2,60.8,67.6,82.3,,,,,,12.6,12.6,12.5,39.2,109.0,44.0,69.0,,8.8,,1.0,25.7,100.0,3.0,3.5,0.9,,,,,,,,0.3,,95.7,96.3,95.1,0.4,,71.0,6.5,502.0,513.0,498.0,99.1,100.0,9.0,11.6,0.943,0.0,0.15,1.9,100.0,1.06,41.4,82.4,100.0,,5.3,4.2,10.0,1.0,,81.9,27.0,,5.2,100.0,,27.2,5.4
111,Oman,Western Asia,-8.0,-6.0,7.1,98.6,,0.38,15.4,,14.1,,29.7,69.5,6.5,55.3,59.0,11246.0,49282.0,0.0,13.9,14.7,13.4,76.8,,39.8,2.5,0.0,100.0,,37961.0,0.264,6.2,36.4,176.0,57.0,109.0,107.0,45.0,34.3,36290.0,,0.7,,,,,,,7.1,2292.0,-8.8,67.4,70.2,30.2,87.3,77.3,93.0,,,,50.0,9.5,10.4,9.2,29.0,155.2,68.0,107.0,,45.2,0.0,0.0,3.1,24.7,,3.5,0.1,,,,,,,,0.4,,66.4,73.4,63.7,0.9,,36.0,-9.7,,,,99.1,90.0,,0.5,0.885,0.0,0.06,0.2,100.0,1.05,8.8,,98.0,,4.6,16.0,48.2,1.0,17.8,83.6,,,9.1,63.5,0.5,28.8,
112,Pakistan,Southern Asia,7.0,14.7,36.9,73.1,34.0,0.2,0.9,,45.0,21.0,35.4,53.9,42.0,34.3,52.2,1642.0,8786.0,0.0,8.6,7.8,9.3,25.8,4.0,,0.9,1.9,59.7,74.3,5035.0,0.541,2.8,16.1,991.9,72.0,98.0,46.0,10.0,14.5,5311.0,0.1,4.4,30.7,1.2,4.4,-0.6,46.2,11.6,31.0,966.0,,9.5,54.4,24.9,82.7,66.6,57.0,38.5,28.7,32.8,84.0,5.2,3.8,6.5,22.5,70.6,140.0,178.0,0.228,-1.3,1.0,0.0,7.4,2.3,-0.2,119.6,8.9,43.9,79731.0,84773.0,52.0,24.7,6.1,29.5,25.1,14.5,37.3,27.0,47.3,22.7,75.0,43.0,-1.3,,,,52.1,,48.0,1.5,0.862,128.9,6.46,0.2,98.8,1.09,20.0,28.3,94.0,15.4,197.0,4.0,7.7,1.0,20.1,36.4,,,59.7,7.0,31.2,57.3,30.4
113,Panama,Central America,9.0,29.2,81.8,93.4,96.0,0.11,2.3,2.6,19.1,26.0,62.8,83.3,15.1,66.7,63.2,13229.0,25102.0,0.0,12.7,13.3,12.1,87.3,43.4,12.7,9.8,62.1,80.7,0.7,22267.0,0.461,,43.8,91.3,50.0,96.0,76.0,47.0,40.6,19178.0,0.8,9.7,50.4,3.4,16.6,-2.0,12.5,36.5,11.5,2007.0,,52.5,66.9,52.8,81.2,78.2,94.1,,,,98.0,10.2,10.4,9.9,28.4,127.5,79.0,148.0,,1.5,0.0,0.0,12.2,37.3,-3.6,2.7,0.3,,,,,,,,0.4,,71.2,72.7,68.4,14.0,99.0,392.0,-10.1,,,,94.6,22.0,22.0,,0.735,0.0,0.86,0.1,81.3,1.05,18.3,52.5,77.0,21.8,4.1,5.6,14.2,1.0,16.4,67.4,,,32.2,42.3,4.3,42.3,26.3
114,Papua New Guinea,Melanesia,5.0,,52.7,,,0.22,0.8,,49.5,21.0,32.4,44.3,20.6,71.8,68.1,3002.0,3789.0,0.0,10.0,,,,,,-0.2,74.1,,,3823.0,0.741,,,31.5,,112.0,40.0,,,3403.0,0.9,,41.9,2.0,9.3,,11.5,,25.3,184.0,,,69.9,69.0,70.8,65.7,,,,,0.0,4.6,3.8,5.3,21.7,46.8,191.0,256.0,,0.0,2.8,0.0,6.3,0.9,,5.0,0.3,,,,,,,,1.0,,12.2,9.5,15.0,,100.0,61.0,0.5,,,,40.0,,45.0,,0.839,0.4,0.01,,15.5,1.08,0.1,27.2,,49.1,8.3,2.7,5.0,1.0,27.4,13.1,,,74.7,,46.8,59.6,
115,Paraguay,South America,9.0,7.7,55.7,98.7,93.0,0.1,0.9,17.9,5.6,22.0,68.4,44.0,21.2,59.3,66.3,6212.0,10486.0,0.0,12.7,13.2,12.2,84.6,,,1.5,38.6,33.7,0.6,8827.0,0.467,5.0,19.5,60.1,38.0,106.0,77.0,,19.1,8380.0,0.5,9.3,47.9,2.9,11.8,-1.7,16.7,39.5,18.0,1308.0,,48.8,70.4,56.6,83.9,73.2,95.1,38.3,15.2,46.6,98.0,8.4,8.4,8.3,24.9,111.4,125.0,165.0,0.019,-2.7,0.3,0.0,9.9,22.2,0.5,4.4,0.4,4.6,308.0,308.0,42.0,1.0,1.7,28.9,0.7,7.3,48.0,47.0,49.2,15.9,92.0,158.0,-2.9,,,,95.5,9.0,24.0,9.6,0.949,0.1,2.37,0.1,96.1,1.05,16.0,43.8,84.0,11.0,6.8,5.8,12.8,1.0,12.1,61.3,,,39.1,46.0,4.4,45.8,37.7
116,Peru,South America,9.0,7.9,47.5,97.0,98.0,0.17,2.0,14.5,13.1,22.0,76.2,,28.4,55.7,73.8,8446.0,15140.0,0.0,13.8,13.9,13.6,46.9,,,3.2,57.8,79.6,0.7,12237.0,0.368,3.8,20.9,393.6,89.0,103.0,98.0,,20.6,11789.0,0.3,7.7,43.8,2.3,10.6,-3.0,15.3,28.3,13.2,3744.0,,42.6,76.7,69.0,84.5,75.2,94.2,24.1,19.6,56.4,98.0,9.2,8.7,9.7,27.5,116.2,93.0,152.0,0.052,-1.6,0.2,0.0,10.9,19.3,-5.3,21.1,2.3,12.4,3753.0,3954.0,41.5,2.7,3.5,20.7,3.0,12.5,62.2,57.1,67.5,9.5,,242.0,-6.3,387.0,398.0,397.0,92.4,,18.0,5.3,0.723,2.6,1.44,0.1,75.6,1.05,27.7,83.6,96.0,15.1,32.2,3.7,9.0,1.0,6.0,77.7,33.2,,50.3,34.4,8.8,41.8,16.9
117,Philippines,South-Eastern Asia,8.0,28.4,60.5,95.4,90.0,0.16,1.1,,33.4,15.0,55.1,66.3,26.0,56.3,60.6,7582.0,10705.0,0.0,12.6,12.9,12.3,70.7,32.7,17.8,3.2,27.0,62.0,17.0,7599.0,0.427,,25.0,797.3,100.0,113.0,88.0,35.0,25.2,9154.0,0.1,11.0,40.1,1.9,7.2,-0.6,11.6,26.8,14.4,5967.0,-0.2,,62.3,49.6,75.1,69.2,96.4,38.5,22.2,39.2,60.0,9.3,9.5,9.2,24.1,109.4,136.0,261.0,0.038,-1.3,0.1,0.0,7.6,39.8,-0.8,66.6,5.0,7.4,7294.0,7653.0,51.8,4.7,8.3,21.6,11.6,9.3,73.2,76.6,72.4,24.2,100.0,121.0,-1.3,,,,72.8,12.0,30.0,,0.648,0.4,10.46,0.1,86.3,1.06,29.1,30.6,86.0,12.6,104.9,2.8,7.9,1.0,17.5,46.7,16.9,,35.4,38.9,18.2,50.0,22.2
118,Poland,Eastern Europe,10.0,10.5,12.7,,100.0,0.31,7.5,,,,50.6,73.7,10.6,58.1,53.8,20367.0,32343.0,1.0,16.4,17.3,15.6,102.8,38.1,15.3,1.2,30.8,89.9,19.0,27216.0,0.132,4.9,20.0,1033.6,70.0,110.0,107.0,67.0,18.0,26150.0,,0.7,31.8,1.2,5.0,-1.1,4.7,17.1,4.7,17471.0,1.9,72.8,56.6,48.8,65.1,77.8,,,,,140.0,12.3,12.3,12.3,39.7,138.7,64.0,163.0,,-0.4,,1.0,24.5,100.0,-2.3,26.1,6.4,,,,,,,,1.8,,86.2,81.1,86.9,2.0,,191.0,-1.3,504.0,506.0,501.0,99.8,81.0,10.0,5.9,0.97,1.1,1.31,1.0,100.0,1.06,25.5,94.5,98.0,,38.2,5.0,14.7,1.0,,60.1,13.0,2.0,17.0,88.0,,21.7,10.5
